[16/12/25 11:02:16] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[16/12/25 15:15:51] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[16/12/25 15:15:52] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 0.503s)
[16/12/25 15:15:52] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 1.009s)
[17/12/25 13:12:07] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 13:12:33] | DEBUG | EXP:None | CALL move_z(65, allow_in_vial=True)
[17/12/25 13:12:34] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 65. Result: Move Z: 2, Success' (Duration: 0.544s)
[17/12/25 13:12:45] | DEBUG | EXP:None | CALL move_x(100)
[17/12/25 13:12:45] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 100. Result: No valid response received.' (Duration: 0.515s)
[17/12/25 13:12:57] | DEBUG | EXP:None | CALL move_x(175)
[17/12/25 13:12:57] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 175. Result: Move X: 2, Success' (Duration: 0.516s)
[17/12/25 13:13:08] | DEBUG | EXP:None | CALL move_x(200)
[17/12/25 13:13:08] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 200. Result: Move X: 2, Success' (Duration: 0.543s)
[17/12/25 13:13:23] | DEBUG | EXP:None | CALL move_x(205)
[17/12/25 13:13:24] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 205. Result: Move X: 2, Success' (Duration: 0.533s)
[17/12/25 13:13:34] | DEBUG | EXP:None | CALL move_x(203)
[17/12/25 13:13:35] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 203. Result: Move X: 2, Success' (Duration: 0.530s)
[17/12/25 13:13:59] | DEBUG | EXP:None | CALL move_y(20)
[17/12/25 13:13:59] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 20. Result: Move Y: 2, Success' (Duration: 0.532s)
[17/12/25 13:14:04] | DEBUG | EXP:None | CALL move_y(45)
[17/12/25 13:14:05] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 45. Result: Move Y: 2, Success' (Duration: 0.558s)
[17/12/25 13:14:09] | DEBUG | EXP:None | CALL move_y(30)
[17/12/25 13:14:10] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 30. Result: Move Y: 2, Success' (Duration: 0.526s)
[17/12/25 13:14:14] | DEBUG | EXP:None | CALL move_y(35)
[17/12/25 13:14:14] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 35. Result: Move Y: 2, Success' (Duration: 0.540s)
[17/12/25 13:14:31] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[17/12/25 13:14:32] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: Move Z: 2, Success' (Duration: 0.543s)
[17/12/25 13:14:50] | DEBUG | EXP:None | CALL move_x(202)
[17/12/25 13:14:50] | DEBUG | EXP:None | CALL move_z(55)
[17/12/25 13:14:50] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 55. Result: Move Z: 2, Success' (Duration: 0.539s)
[17/12/25 13:14:51] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 202. Result: Move X: 2, Success' (Duration: 1.065s)
[17/12/25 13:15:05] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[17/12/25 13:15:05] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 45. Result: Move Z: 2, Success' (Duration: 0.509s)
[17/12/25 13:15:17] | DEBUG | EXP:None | CALL move_x(201)
[17/12/25 13:15:17] | DEBUG | EXP:None | CALL move_z(55)
[17/12/25 13:15:18] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 55. Result: Move Z: 2, Success' (Duration: 0.560s)
[17/12/25 13:15:19] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 201. Result: Move X: 2, Success' (Duration: 1.087s)
[17/12/25 13:16:24] | DEBUG | EXP:None | CALL move_y(38)
[17/12/25 13:16:24] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 38. Result: Move Y: 2, Success' (Duration: 0.503s)
[17/12/25 13:16:52] | DEBUG | EXP:None | CALL move_y(40)
[17/12/25 13:16:52] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 40. Result: Move Y: 2, Success' (Duration: 0.542s)
[17/12/25 13:16:57] | DEBUG | EXP:None | CALL move_y(39)
[17/12/25 13:16:57] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 39. Result: Move Y: 2, Success' (Duration: 0.548s)
[17/12/25 13:17:09] | DEBUG | EXP:None | CALL move_y(38.5)
[17/12/25 13:17:10] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 38.5. Result: Move Y: 2, Success' (Duration: 0.506s)
[17/12/25 13:17:43] | DEBUG | EXP:None | CALL move_z(40, allow_in_vial=True)
[17/12/25 13:17:43] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 40. Result: Move Z: 2, Success' (Duration: 0.522s)
[17/12/25 13:18:54] | DEBUG | EXP:None | CALL move_y(39)
[17/12/25 13:18:54] | DEBUG | EXP:None | CALL move_z(55)
[17/12/25 13:18:54] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 55. Result: Move Z: 2, Success' (Duration: 0.522s)
[17/12/25 13:18:55] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 39. Result: Move Y: 2, Success' (Duration: 1.034s)
[17/12/25 13:18:58] | DEBUG | EXP:None | CALL move_z(40, allow_in_vial=True)
[17/12/25 13:18:59] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 40. Result: Move Z: 2, Success' (Duration: 0.514s)
[17/12/25 13:20:17] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[17/12/25 13:20:18] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: Move Z: 2, Success' (Duration: 0.537s)
[17/12/25 13:23:30] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 13:24:29] | DEBUG | EXP:None | CALL move_y(50)
[17/12/25 13:24:29] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 50. Result: Move Y: 2, Success' (Duration: 0.523s)
[17/12/25 13:24:35] | DEBUG | EXP:None | CALL move_y(70)
[17/12/25 13:24:35] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 70. Result: Move Y: 2, Success' (Duration: 0.503s)
[17/12/25 13:24:40] | DEBUG | EXP:None | CALL move_y(100)
[17/12/25 13:24:41] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 100. Result: Move Y: 2, Success' (Duration: 0.507s)
[17/12/25 13:25:07] | DEBUG | EXP:None | CALL move_y(105)
[17/12/25 13:25:08] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 105. Result: Move Y: 2, Success' (Duration: 0.538s)
[17/12/25 13:25:21] | DEBUG | EXP:None | CALL move_z(40, allow_in_vial=True)
[17/12/25 13:25:21] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 40. Result: Move Z: 2, Success' (Duration: 0.533s)
[17/12/25 13:25:39] | DEBUG | EXP:None | CALL move_y(106)
[17/12/25 13:25:39] | DEBUG | EXP:None | CALL move_z(55)
[17/12/25 13:25:39] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 55. Result: Move Z: 2, Success' (Duration: 0.543s)
[17/12/25 13:25:40] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 106. Result: Move Y: 2, Success' (Duration: 1.070s)
[17/12/25 13:25:59] | DEBUG | EXP:None | CALL move_z(40, allow_in_vial=True)
[17/12/25 13:25:59] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 40. Result: Move Z: 2, Success' (Duration: 0.513s)
[17/12/25 13:27:17] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[17/12/25 13:27:18] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: Move Z: 2, Success' (Duration: 0.509s)
[17/12/25 13:27:29] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[17/12/25 13:27:29] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[17/12/25 13:27:30] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 0.551s)
[17/12/25 13:27:30] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.560s)
[17/12/25 13:27:51] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[17/12/25 13:27:51] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[17/12/25 13:27:52] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: Move XY: 2, Success' (Duration: 0.532s)
[17/12/25 13:27:52] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.532s)
[17/12/25 13:28:08] | DEBUG | EXP:None | CALL go_to_vial('rack2', 2)
[17/12/25 13:28:08] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(49.0), module_name='rack2')
[17/12/25 13:28:08] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=49.0. Result: Move XY: 2, Success' (Duration: 0.522s)
[17/12/25 13:28:08] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(49.0)) (Duration: 0.523s)
[17/12/25 13:28:20] | DEBUG | EXP:None | CALL go_to_vial('rack2', 2)
[17/12/25 13:28:20] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(49.0), module_name='rack2')
[17/12/25 13:28:21] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=49.0. Result: Move XY: 2, Success' (Duration: 0.507s)
[17/12/25 13:28:21] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(49.0)) (Duration: 0.508s)
[17/12/25 13:28:30] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[17/12/25 13:28:30] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[17/12/25 13:28:30] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: Move XY: 2, Success' (Duration: 0.536s)
[17/12/25 13:28:30] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.538s)
[17/12/25 13:28:39] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[17/12/25 13:28:39] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[17/12/25 13:28:39] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 0.517s)
[17/12/25 13:28:39] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.518s)
[17/12/25 13:28:45] | DEBUG | EXP:None | CALL go_to_vial('rack1', 2)
[17/12/25 13:28:45] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(25.927), module_name='rack1')
[17/12/25 13:28:45] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=25.927. Result: Move XY: 2, Success' (Duration: 0.545s)
[17/12/25 13:28:45] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(25.927)) (Duration: 0.547s)
[17/12/25 13:28:52] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[17/12/25 13:28:52] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[17/12/25 13:28:53] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: Move XY: 2, Success' (Duration: 0.547s)
[17/12/25 13:28:53] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.549s)
[17/12/25 13:29:05] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[17/12/25 13:29:05] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[17/12/25 13:29:05] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: No valid response received.' (Duration: 0.518s)
[17/12/25 13:29:05] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.520s)
[17/12/25 13:29:30] | DEBUG | EXP:None | CALL go_to_vial('rack2', 2)
[17/12/25 13:29:30] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(49.0), module_name='rack2')
[17/12/25 13:29:30] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=49.0. Result: Move XY: 2, Success' (Duration: 0.533s)
[17/12/25 13:29:30] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(49.0)) (Duration: 0.535s)
[17/12/25 13:29:47] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 13:29:57] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[17/12/25 13:29:57] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[17/12/25 13:29:58] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: Move XY: 2, Success' (Duration: 0.537s)
[17/12/25 13:29:58] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.539s)
[17/12/25 13:30:03] | DEBUG | EXP:None | CALL go_to_vial('rack2', 2)
[17/12/25 13:30:03] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(106.0), module_name='rack2')
[17/12/25 13:30:03] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=106.0. Result: No valid response received.' (Duration: 0.527s)
[17/12/25 13:30:03] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(106.0)) (Duration: 0.528s)
[17/12/25 13:30:24] | DEBUG | EXP:None | CALL go_to_vial('rack2', 3)
[17/12/25 13:30:24] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(173.0), module_name='rack2')
[17/12/25 13:30:25] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=173.0. Result: Move XY: 2, Success' (Duration: 0.531s)
[17/12/25 13:30:25] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(173.0)) (Duration: 0.533s)
[17/12/25 13:30:52] | DEBUG | EXP:None | CALL go_to_vial('rack2', 4)
[17/12/25 13:30:52] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(240.0), module_name='rack2')
[17/12/25 13:30:52] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=240.0. Result: Move XY: 2, Success' (Duration: 0.536s)
[17/12/25 13:30:52] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(240.0)) (Duration: 0.537s)
[17/12/25 13:31:27] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[17/12/25 13:31:27] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[17/12/25 13:31:28] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: Move XY: 2, Success' (Duration: 0.537s)
[17/12/25 13:31:28] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.539s)
[17/12/25 13:32:49] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[17/12/25 13:32:50] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 45. Result: Move Z: 2, Success' (Duration: 0.505s)
[17/12/25 13:33:08] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[17/12/25 13:33:08] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[17/12/25 13:33:08] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 0.524s)
[17/12/25 13:33:08] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.526s)
[17/12/25 13:33:30] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[17/12/25 13:33:30] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[17/12/25 13:33:30] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: Move XY: 2, Success' (Duration: 0.515s)
[17/12/25 13:33:30] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.517s)
[17/12/25 13:33:47] | DEBUG | EXP:None | CALL move_z(35, allow_in_vial=True)
[17/12/25 13:33:47] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 35. Result: Move Z: 2, Success' (Duration: 0.506s)
[17/12/25 13:33:54] | DEBUG | EXP:None | CALL move_z(25, allow_in_vial=True)
[17/12/25 13:33:55] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 25. Result: Move Z: 2, Success' (Duration: 0.534s)
[17/12/25 13:34:04] | DEBUG | EXP:None | CALL move_z(15, allow_in_vial=True)
[17/12/25 13:34:04] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 15. Result: Move Z: 2, Success' (Duration: 0.534s)
[17/12/25 13:34:23] | DEBUG | EXP:None | CALL move_z(10, allow_in_vial=True)
[17/12/25 13:34:23] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 11. Result: Move Z: 2, Success' (Duration: 0.562s)
[17/12/25 13:34:34] | DEBUG | EXP:None | CALL move_z(1, allow_in_vial=True)
[17/12/25 13:34:35] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 11. Result: Move Z: 2, Success' (Duration: 0.559s)
[17/12/25 13:36:59] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 13:37:07] | DEBUG | EXP:None | CALL move_z(1, allow_in_vial=True)
[17/12/25 13:37:08] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 1. Result: Move Z: 2, Success' (Duration: 0.529s)
[17/12/25 13:38:28] | DEBUG | EXP:None | CALL go_to_vial('rack2', 2)
[17/12/25 13:38:28] | DEBUG | EXP:None | CALL move_z(45)
[17/12/25 13:38:28] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 55. Result: No valid response received.' (Duration: 0.539s)
[17/12/25 13:38:28] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(106.0), module_name='rack2')
[17/12/25 13:38:29] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=106.0. Result: No valid response received.' (Duration: 0.529s)
[17/12/25 13:38:29] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(106.0)) (Duration: 1.070s)
[17/12/25 13:44:45] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 13:44:54] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[17/12/25 13:44:55] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: Move Z: 2, Success' (Duration: 0.523s)
[17/12/25 13:45:02] | DEBUG | EXP:None | CALL move_z(60, allow_in_vial=True)
[17/12/25 13:45:03] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 60. Result: Move Z: 2, Success' (Duration: 0.530s)
[17/12/25 13:45:24] | DEBUG | EXP:None | CALL go_to_vial('rack1', 96)
[17/12/25 13:45:24] | DEBUG | EXP:None | CALL move_xy(np.float64(118.35), np.float64(284.41850000000005), module_name='rack1')
[17/12/25 13:45:25] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=118.35, Y=284.41850000000005. Result: No valid response received.' (Duration: 0.520s)
[17/12/25 13:45:25] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(118.35), np.float64(284.41850000000005)) (Duration: 0.521s)
[17/12/25 13:45:37] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[17/12/25 13:45:37] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 45. Result: Move Z: 2, Success' (Duration: 0.547s)
[17/12/25 13:46:30] | DEBUG | EXP:None | CALL go_to_vial('rack2', 3)
[17/12/25 13:46:30] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(173.0), module_name='rack2')
[17/12/25 13:46:30] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=173.0. Result: No valid response received.' (Duration: 0.558s)
[17/12/25 13:46:30] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(173.0)) (Duration: 0.559s)
[17/12/25 13:46:43] | DEBUG | EXP:None | CALL go_to_vial('rack2', 5)
[17/12/25 13:46:43] | ERROR | EXP:None | EXCEPTION in go_to_vial after 0.000s: No vial with position 5
[17/12/25 14:44:10] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 14:45:39] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[17/12/25 14:45:39] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: Move Z: 105, Error:  One or more motors is unpowered.' (Duration: 0.501s)
[17/12/25 14:45:48] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[17/12/25 14:45:48] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[17/12/25 14:45:49] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: Move XY: 105, Error:  One or more motors is unpowered.' (Duration: 0.508s)
[17/12/25 14:45:49] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.508s)
[17/12/25 14:49:14] | DEBUG | EXP:None | CALL home()
[17/12/25 14:49:14] | DEBUG | EXP:None | CALL move_z(55)
[17/12/25 14:49:14] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 55. Result: Move Z: 105, Error:  One or more motors is unpowered.' (Duration: 0.553s)
[17/12/25 14:49:15] | DEBUG | EXP:None | CALL move_z(120)
[17/12/25 14:49:15] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 120. Result: No valid response received.' (Duration: 0.526s)
[17/12/25 14:49:15] | DEBUG | EXP:None | RETURN home -> None (Duration: 1.627s)
[17/12/25 14:51:35] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[17/12/25 14:51:35] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[17/12/25 14:51:35] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: Move XY: 2, Success' (Duration: 0.514s)
[17/12/25 14:51:35] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.515s)
[17/12/25 14:51:38] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[17/12/25 14:51:39] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: No valid response received.' (Duration: 0.538s)
[17/12/25 14:51:55] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[17/12/25 14:51:55] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 45. Result: Move Z: 2, Success' (Duration: 0.526s)
[17/12/25 15:05:33] | DEBUG | EXP:None | CALL move_z(120, allow_in_vial=True)
[17/12/25 15:05:33] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 120. Result: No valid response received.' (Duration: 0.552s)
[17/12/25 15:05:49] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[17/12/25 15:05:49] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[17/12/25 15:05:50] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: No valid response received.' (Duration: 0.518s)
[17/12/25 15:05:50] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.520s)
[17/12/25 15:06:08] | DEBUG | EXP:None | CALL move_z(100, allow_in_vial=True)
[17/12/25 15:06:09] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 100. Result: Move Z: 2, Success' (Duration: 0.513s)
[17/12/25 15:06:14] | DEBUG | EXP:None | CALL move_z(90, allow_in_vial=True)
[17/12/25 15:06:15] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 90. Result: Move Z: 2, Success' (Duration: 0.535s)
[17/12/25 15:06:30] | DEBUG | EXP:None | CALL move_z(92, allow_in_vial=True)
[17/12/25 15:06:31] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 92. Result: Move Z: 2, Success' (Duration: 0.530s)
[17/12/25 15:06:42] | DEBUG | EXP:None | CALL move_z(93, allow_in_vial=True)
[17/12/25 15:06:43] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: Move Z: 2, Success' (Duration: 0.528s)
[17/12/25 15:14:07] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[17/12/25 15:14:07] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: No valid response received.' (Duration: 0.521s)
[17/12/25 15:14:14] | DEBUG | EXP:None | CALL move_z(40, allow_in_vial=True)
[17/12/25 15:14:15] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 40. Result: Move Z: 2, Success' (Duration: 0.518s)
[17/12/25 15:14:20] | DEBUG | EXP:None | CALL move_z(30, allow_in_vial=True)
[17/12/25 15:14:20] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 30. Result: Move Z: 2, Success' (Duration: 0.504s)
[17/12/25 15:14:25] | DEBUG | EXP:None | CALL move_z(20, allow_in_vial=True)
[17/12/25 15:14:25] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 20. Result: Move Z: 2, Success' (Duration: 0.530s)
[17/12/25 15:14:30] | DEBUG | EXP:None | CALL move_z(10, allow_in_vial=True)
[17/12/25 15:14:30] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 10. Result: Move Z: 2, Success' (Duration: 0.532s)
[17/12/25 15:14:46] | DEBUG | EXP:None | CALL move_z(1, allow_in_vial=True)
[17/12/25 15:14:46] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 1. Result: Move Z: 2, Success' (Duration: 0.533s)
[17/12/25 15:17:11] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 15:17:15] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[17/12/25 15:17:16] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 45. Result: No valid response received.' (Duration: 0.538s)
[17/12/25 15:47:06] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 15:47:13] | DEBUG | EXP:None | CALL move_z(120, allow_in_vial=True)
[17/12/25 15:47:13] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 120. Result: No valid response received.' (Duration: 0.547s)
[17/12/25 15:47:18] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[17/12/25 15:47:18] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[17/12/25 15:47:19] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 0.514s)
